name,phe,icon
"Beef, loin, top sirloin cap steak, boneless, separable lean and fat, trimmed to 1/8 fat, choice, raw",786,🌱
"Beef, loin, top sirloin cap steak, boneless, separable lean and fat, trimmed to 1/8 fat, all grades, raw",798,🌱
"Beef, top loin petite roast, boneless, separable lean and fat, trimmed to 1/8 fat, all grades, cooked, roasted",1083,🌱
"Beef, loin, top sirloin cap steak, boneless, separable lean and fat, trimmed to 1/8 fat, select, cooked, grilled",1041,🌱
"Beef, top loin petite roast, boneless, separable lean and fat, trimmed to 1/8 fat, choice, cooked, roasted",1069,🌱
"Beef, ribeye filet, boneless, separable lean only, trimmed to 0 fat, select, cooked, grilled",1305,🌱
"Beef, ribeye filet, boneless, separable lean only, trimmed to 0 fat, all grades, cooked, grilled",1253,🌱
"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0 fat, select, raw",945,🌱
"Beef, loin, top sirloin cap steak, boneless, separable lean and fat, trimmed to 1/8 fat, choice, cooked, grilled",1049,🌱
"Beef, ribeye filet, boneless, separable lean only, trimmed to 0 fat, choice, cooked, grilled",118,🌱
"Beef, ribeye  petite roast/filet, boneless, separable lean only, trimmed to 0 fat, all grades, raw",987,🌱
"Beef, loin, top sirloin petite roast/filet, boneless, separable lean only, trimmed to 0 fat, select, raw",1087,🌱
"Beef, ribeye  petite roast/filet, boneless, separable lean only, trimmed to 0 fat, choice, raw",937,🌱
"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0 fat, choice, raw",81,🌱
"Beef, ribeye  petite roast/filet, boneless, separable lean only, trimmed to 0 fat, select, raw",1031,🌱
"Beef, loin, top sirloin filet, boneless, separable lean only, trimmed to 0 fat, choice, cooked, grilled",1267,🌱
"Beef, top loin filet, boneless, separable lean only, trimmed to 1/8 fat, select, cooked, grilled",1407,🌱
"Beef, top loin petite roast/filet, boneless, separable lean only, trimmed to 1/8 fat, select, raw",1074,🌱
"Beef, loin, top sirloin filet, boneless, separable lean only, trimmed to 0 fat, all grades, cooked, grilled",1332,🌱
"Beef, top loin petite roast/filet, boneless, separable lean only, trimmed to 1/8 fat, choice, raw",937,🌱
"Beef, top loin filet, boneless, separable lean only, trimmed to 1/8 fat, choice, cooked, grilled",1207,🌱
"Jackfruit, raw",52,🌱
"Grapes, canned, thompson seedless, heavy syrup pack, solids and liquids",1,🌱
"Guava sauce, cooked",1,🍆
"Beef, top loin filet, boneless, separable lean only, trimmed to 1/8 fat, all grades, cooked, grilled",1278,🌱
"Grapes, american type (slip skin), raw",13,🌱
"Grapes, red or green (European type, such as Thompson seedless), raw",19,🌱
"Grapes, canned, thompson seedless, water pack, solids and liquids",1,🌱
"Grapefruit, raw, pink and red, all areas",13,🍇
"Grapefruit, raw, white, California",53,🌱
"Grapefruit, raw, white, all areas",41,🍇
"Grapefruit, raw, pink and red, California and Arizona",3,🌱
"Grapefruit, raw, pink and red, Florida",33,🌱
"Figs, dried, uncooked",76,🌱
"Figs, dried, stewed",33,🌱
"Cereals, CREAM OF WHEAT, 2 1/2 minute cook time, dry",565,🍚
"Incaparina, dry mix (corn and soy flours), unprepared",13,🌽
"Cereals ready-to-eat, RALSTON Corn Flakes",39,🍞
"Cereals ready-to-eat, RALSTON Crispy Hexagons",374,🍚
"Cereals ready-to-eat, MALT-O-MEAL, GOLDEN PUFFS",317,🍞
"Frankfurter, beef, heated",507,🌭
"Sausage, turkey, fresh, raw",67,🍗
"Sausage, beef, fresh, cooked",752,🍖
"Frankfurter, meat, heated",424,🌭
"Bologna, pork and turkey, lite",402,🍖
"Bologna, pork, turkey and beef",474,🍖
"Turkey, white, rotisserie, deli cut",536,🌱
"Chicken breast, roll, oven-roasted",562,🌱
"Salami, Italian, pork",94,🍖
"Swisswurst, pork and beef, with swiss cheese, smoked",56,🌱
Bacon and beef sticks,868,🥓
"Sausage, chicken, beef, pork, skinless, smoked",519,🍗
"Sausage, Italian, turkey, smoked",738,🍖
"Sausage, turkey, hot, smoked",597,🌭
Liverwurst spread,617,🍖
"Salami, pork, beef, less sodium",481,🍖
"Bratwurst, veal, cooked",564,🌱
"Sausage, summer, pork and beef, sticks, with cheddar cheese",56,🌭
"Sausage, New england brand, pork, beef",684,🍖
"Luncheon sausage, pork and beef",623,🍖
"Salami, dry or hard, pork, beef",875,🍖
"Sausage, smoked link sausage, pork",848,🍖
"Sandwich spread, pork, beef",301,🥪
"Polish sausage, pork",539,🍖
"Sausage, turkey, reduced fat, brown and serve, cooked",706,🍗
Poultry salad sandwich spread,455,🌱
"Pork sausage, link/patty, cooked, pan-fried",662,🍖
"Sausage, pork and beef, fresh, cooked",478,🍖
"Pepperoni, beef and pork, sliced",778,🍕
"Pickle and pimiento loaf, pork",392,🥒
"Mortadella, beef, pork",598,🍖
"Turkey breast, low salt, prepackaged or deli, luncheon meat",678,🌱
"Luncheon meat, pork, canned",491,🥓
"Soup, turkey vegetable, canned, prepared with equal volume water",47,🌱
"Soup, turkey noodle, canned, prepared with equal volume water",64,🌱
"Soup, cream of chicken, canned, prepared with equal volume water",63,🌱
"Soup, cheese, canned, prepared with equal volume water",113,🌱
"Soup, cream of asparagus, canned, prepared with equal volume water",39,🌱
"Soup, tomato, canned, prepared with equal volume low fat (2%) milk",116,🌱
"Soup, cream of mushroom, canned, prepared with equal volume low fat (2%) milk",107,🌱
"Soup, cream of chicken, canned, prepared with equal volume milk",14,🌱
"Sauce, homemade, white, thick",138,🍝
"Sauce, ready-to-serve, pepper or hot",16,🌶
"Sauce, ready-to-serve, pepper, TABASCO",4,🌶
"Sauce, homemade, white, medium",148,🍝
"Turkey, breast, from whole bird, meat only, with added solution, roasted",694,🌱
"Turkey, back, from whole bird, meat only, with added solution, roasted",621,🌱
"Turkey, back, from whole bird, meat only, with added solution, raw",621,🌱
"Turkey, retail parts, breast, meat only, cooked, roasted",1068,🌱
"Turkey, retail parts, thigh, meat only, raw",746,🌱
"Turkey, retail parts, breast, meat only, raw",845,🌱
"Turkey, retail parts, wing, meat only, raw",814,🌱
"Turkey from whole, light meat, meat and skin, with added solution, raw",631,🌱
"Turkey from whole, light meat, meat and skin, with added solution, cooked, roasted",84,🌱
"Turkey, retail parts, breast, meat only, with added solution, raw",791,🌱
"Turkey, retail parts, breast, meat only, with added solution, cooked, roasted",1006,🌱
"Turkey, dark meat from whole, meat only, with added solution, raw",621,🌱
"Turkey, dark meat from whole, meat and skin, with added solution, raw",557,🌱
"Turkey, dark meat from whole, meat and skin, with added solution, cooked, roasted",802,🌱
"Turkey, dark meat, meat only, with added solution, cooked, roasted",842,🌱
"Chicken, broiler, rotisserie, BBQ, back meat only",793,🌱
"Chicken, skin (drumsticks and thighs), with added solution, cooked, roasted",618,🌱
"Chicken, dark meat, thigh, meat and skin, with added solution, cooked, roasted",766,🌱
"Chicken, skin (drumsticks and thighs), with added solution, raw",338,🌱
"Chicken, dark meat, drumstick, meat and skin, with added solution, cooked, braised",845,🌱
"Chicken, skin (drumsticks and thighs), with added solution, cooked, braised",373,🌱
"Chicken, dark meat, thigh, meat only, with added solution, cooked, roasted",95,🌱
"Chicken, dark meat, drumstick, meat only, with added solution, raw",7,🌱
"Chicken, broilers or fryers, dark meat, drumstick, meat and skin, cooked, braised",89,🌱
"Chicken, skin (drumsticks and thighs), cooked, roasted",504,🌱
"Turkey, ground, 85% lean, 15% fat, patties, broiled",1013,🌱
"Chicken, broilers or fryers, dark meat, thigh, meat and skin, cooked, braised",811,🌱
"Turkey, ground, 85% lean, 15% fat, pan-broiled crumbles",98,🌱
"Ostrich, top loin, cooked",1161,🌱
"Turkey, ground, 93% lean, 7% fat, patties, broiled",101,🌱
"Chicken, liver, all classes, cooked, pan-fried",1223,🌱
"Turkey, ground, 85% lean, 15% fat, raw",659,🌱
"Ostrich, oyster, raw",889,🌱
"Ostrich, tip trimmed, cooked",1176,🍗
"Ostrich, top loin, raw",894,🍖
"Ostrich, fan, raw",9,🍗
"Ostrich, outside leg, raw",944,🍗
"Ostrich, outside strip, cooked",1178,🍖
"Ostrich, outside strip, raw",964,🍖
"Emu, full rump, raw",651,🍖
"Emu, fan fillet, cooked, broiled",892,🌱
"Emu, top loin, cooked, broiled",829,🌱
"Ostrich, ground, cooked, pan-broiled",1079,🍖
"Ostrich, ground, raw",834,🍔
"Emu, flat fillet, raw",635,🍖
"Guinea hen, meat only, raw",819,🍗
"Pheasant, breast, meat only, raw",951,🍗
"Pheasant, raw, meat only",92,🍗
"Squab, (pigeon), meat and skin, raw",773,🌱
"Pheasant, raw, meat and skin",876,🌱
"Emu, fan fillet, raw",642,🍖
"Duck, wild, meat and skin, raw",723,🌱
"Chicken, capons, giblets, cooked, simmered",1215,🌱
"Duck, wild, breast, meat only, raw",832,🌱
"Goose, domesticated, meat and skin, raw",665,🌱
"Duck, domesticated, liver, raw",932,🦆
"Chicken, capons, giblets, raw",841,🌱
"Lamb, New Zealand, imported, leg chop/steak, bone-in, separable lean and fat, cooked, fast fried",956,🌱
"Lamb, New Zealand, imported, netted shoulder, rolled, boneless, separable lean and fat, raw",666,🌱
"Lamb, New Zealand, imported, loin saddle, separable lean and fat, raw",652,🌱
"Lamb, New Zealand, imported, loin saddle, separable lean and fat, cooked, fast roasted",832,🌱
"Lamb, New Zealand, imported, loin chop, separable lean and fat, cooked, fast fried",847,🌱
"Lamb, New Zealand, imported, neck chops, separable lean only, raw",809,🌱
"Lamb, New Zealand, imported, loin chop, separable lean only, cooked, fast fried",1081,🌱
"Lamb, New Zealand, imported, square-cut shoulder, separable lean only, cooked, slow roasted",988,🌱
"Lamb, New Zealand, imported, leg chop/steak, bone-in, separable lean only, cooked, fast fried",1036,🌱
"Lamb, New Zealand, imported, rack - fully frenched, separable lean only, raw",812,🌱
"Lamb, New Zealand, imported, square-cut shoulder chops, separable lean only, raw",812,🌱
"Lamb, New Zealand, imported, hind-shank, separable lean only, cooked, braised",128,🌱
"Lamb, New Zealand, imported, hind-shank, separable lean only, raw",804,🌱
"Lamb, New Zealand, imported, loin, boneless, separable lean only, cooked, fast roasted",1142,🌱
"Lamb, New Zealand, imported, loin, boneless, separable lean only, raw",847,🌱
"Lamb, New Zealand, imported, square-cut shoulder chops, separable lean only, cooked, braised",1223,🍖
"Lamb, New Zealand, imported, sweetbread, cooked, soaked and simmered",832,🍖
"Lamb, New Zealand, imported, tunnel-boned leg, chump off, shank off, separable lean only, cooked, slow roasted",996,🌱
"Lamb, New Zealand, imported, sweetbread, raw",433,🍖
"Lamb, New Zealand, imported, tunnel-boned leg, chump off, shank off, separable lean only, raw",824,🌱
"Lamb, New Zealand, imported, kidney, raw",599,🐑
"Lamb, New Zealand, imported, heart, raw",712,🍖
"Lamb, New Zealand, imported, flap, boneless, separable lean only, raw",856,🌱
"Lamb, New Zealand, imported, heart, cooked, soaked and simmered",1034,🍖
"Lamb, New Zealand, imported, brains, cooked, soaked and fried",553,🍖
"Lamb, New Zealand, imported, brains, raw",446,🐑
"Lamb, New Zealand, imported, flap, boneless, separable lean only, cooked, braised",1098,🌱
"Lamb, New Zealand, imported, chump, boneless, separable lean only, raw",854,🌱
"Lamb, New Zealand, imported, kidney, cooked, soaked and fried",779,🍖
"Game meat, deer, tenderloin, separable lean only, cooked, broiled",1133,🍖
"Game meat, deer, top round, separable lean only, 1 steak, cooked, broiled",1204,🌱
"Veal, Australian, shank, fore, bone-in, separable lean and fat, raw",767,🌱
"Veal, Australian, shank, fore, bone-in, separable lean only, raw",814,🌱
"Lamb, New Zealand, imported, Intermuscular fat, raw",182,🍖
"Lamb, New Zealand, imported, subcutaneous fat, raw",152,🍖
"Game meat, elk, ground, cooked, pan-broiled",975,🍖
"Game meat, elk, round, separable lean only, cooked, broiled",1133,🍖
"Game meat, elk, tenderloin, separable lean only, cooked, broiled",1126,🍖
"Game meat, elk, loin, separable lean only, cooked, broiled",1135,🍖
"Game meat , bison, top sirloin, separable lean only, 1 steak, cooked, broiled",1191,🍖
"Game meat, bison, ground, cooked, pan-broiled",1009,🍖
"Game meat , bison, ground, raw",793,🍖
"Lamb, Australian, imported, fresh, shoulder, arm, separable lean only, trimmed to 1/8 fat, raw",808,🍖
"Game meat, bison, chuck, shoulder clod, separable lean only, cooked, braised",1434,🍖
"Game meat, elk, ground, raw",797,🍖
"Lamb, Australian, imported, fresh, shoulder, arm, separable lean only,   trimmed to 1/8 fat, cooked, braised",1389,🌱
"Lamb, Australian, imported, fresh, rib chop, frenched, bone-in, separable lean and fat, trimmed to 1/8 fat, cooked, grilled",1059,🌱
"Lamb, Australian, imported, fresh, shoulder, arm, separable lean and fat, trimmed to 1/8 fat, cooked, braised",1207,🌱
"Lamb, Australian, imported, fresh, shoulder, arm, separable lean and fat, trimmed to 1/8 fat, raw",693,🌱
"Lamb, Australian, imported, fresh, rib chop/rack roast, frenched, bone-in, separable lean and fat, trimmed to 1/8 fat, raw",791,🌱
"Lamb, Australian, imported, fresh, rib chop/rack roast, frenched, bone-in, separable lean only, trimmed to 1/8 fat, raw",895,🌱
"Lamb, Australian, imported, fresh, loin, separable lean only, trimmed to 1/8 fat, cooked, broiled",1078,🌱
"Lamb, Australian, imported, fresh, leg, center slice, bone-in, separable lean and fat, trimmed to 1/8 fat, cooked, broiled",1038,🌱
"Lamb, Australian, imported, fresh, leg, sirloin half, boneless, separable lean and fat, trimmed to 1/8 fat, raw",701,🌱
"Lamb, Australian, imported, fresh, leg, shank half, separable lean only, trimmed to 1/8 fat, cooked, roasted",1104,🌱
"Lamb, Australian, imported, fresh, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/8 fat, cooked, roasted",1022,🌱
"Lamb, Australian, imported, fresh, leg, center slice, bone-in, separable lean and fat, trimmed to 1/8 fat, raw",779,🌱
"Lamb, Australian, imported, fresh, leg, center slice, bone-in, separable lean only, trimmed to 1/8 fat, raw",839,🌱
"Lamb, Australian, imported, fresh, leg, sirloin half, boneless, separable lean only, trimmed to 1/8 fat, raw",832,🌱
"Lamb, Australian, imported, fresh, leg, sirloin half, boneless, separable lean and fat, trimmed to 1/8 fat, cooked, roasted",1011,🌱
"Lamb, Australian, imported, fresh, leg, sirloin chops, boneless, separable lean only, trimmed to 1/8 fat, cooked, broiled",1123,🌱
"Lamb, Australian, imported, fresh, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8 fat, cooked",997,🌱
"Lamb, Australian, imported, fresh, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8 fat, raw",725,🌱
"Lamb, Australian, imported, fresh, composite of trimmed retail cuts, separable lean only, trimmed to 1/8 fat, cooked",1086,🌱
"Lamb, Australian, imported, fresh, foreshank, separable lean only, trimmed to 1/8 fat, cooked, braised",1118,🍖
"Lamb, Australian, imported, fresh, composite of trimmed retail cuts, separable lean only, trimmed to 1/8 fat, raw",823,🌱
"Lamb, Australian, imported, fresh, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/8 fat, raw",741,🌱
"Veal, breast, whole, boneless, separable lean only, cooked, braised",1222,🌱
"Lamb, Australian, imported, fresh, foreshank, separable lean only, trimmed to 1/8 fat, raw",847,🐑
"Veal, breast, point half, boneless, separable lean and fat, cooked, braised",1138,🌱
"Veal, breast, whole, boneless, separable lean and fat, cooked, braised",1087,🌱
