name,phe
Tomatensuppe (Standardrezeptur),30
Gemüsesuppe aus Brühwürfel,39
Saure Kartoffelsuppe,81
Graupensuppe Mecklenburg,85
"Haferflockensuppe (mit Milch 1,5% Fett zubereitet)",128
Gulaschsuppe (Standardrezeptur),189
"Gulaschsuppe (mit Milch 1,5% Fett zubereitet)",320
Wiener-Linsen-Kartoffeleintopf (Standardrezeptur),139
Linseneintopf (Standardrezeptur),106
Linsen-Kartoffeleintopf (Standardrezeptur),106
Linsensuppe (Standardrezeptur),95
Grüne Bohneneintopf (Standardrezeptur),92
"Milchsuppe (mit Milch 1,5% Fett zubereitet)",134
Haferflockensuppe kernig (Standardrezeptur),43
Tzatziki,412
Gemüsequiche (Standardrezeptur),268
Grünkernbratling (Standardrezeptur),292
Hirsebratling (Standardrezeptur),459
Champignons im Ausbackteig,225
Gemüsepfanne,56
Mangoldtorte (Standardrezeptur),302
Blumenkohl-Broccoli-Karottengemüse (Standardrezeptur),64
Blumenkohl im Ausbackteig,180
Broccoli im Ausbackteig,209
Rotkohl (Standardrezeptur),22
Lauch-Karottengemüse (Standardrezeptur),47
Zwiebeln im Ausbackteig,150
Auberginen im Ausbackteig,160
Zucchini-Sahnesoße,67
Zucchinipuffer (Standardrezeptur),197
Zucchinischiffchen (Standardrezeptur),240
Bohnensalat (Standardrezeptur),48
Linsengemüse (Standardrezeptur),323
Salzkartoffeln (Standardrezeptur),96
Kartoffelpüree (mit Milch < 1% Fett zubereitet),107
Kartoffelpüree (mit Wasser),71
Kartoffelpüree (mit Vollmilch),105
"Kartoffelpüree aus Trockenprodukt (mit Milch 1,5% Fett zubereitet)",180
Rosenkohlpüree,115
Kartoffelpüree (Standardrezeptur),67
Kartoffelpüree aus Pulver (Standardrezeptur),54
Kartoffelpüree aus Trockenprodukt (mit Vollmilch),180
Kartoffelpüree aus Trockenprodukt (mit Wasser),54
"Kartoffelpüree (mit Milch 1,5% Fett zubereitet)",98
Butterkartoffeln,107
Kartoffelgratin (Standardrezeptur),269
Kartoffel-Lauchauflauf (Standardrezeptur),131
Kartoffelkroketten (Standardrezeptur),145
Pommes Frites (Standardrezeptur),188
Kartoffelpuffer (Standardrezeptur),154
"Kartoffelpuffer (mit Milch 1,5% Fett zubereitet)",149
Kartoffelklöße halb und halb (Standardrezeptur),14
Kartoffelklöße roh (Standardrezeptur),88
Bohnenpüree,435
"Broccolipüree (mit Milch 1,5% Fett zubereitet)",112
"Kürbispüree (mit Milch 1,5% Fett zubereitet)",57
Zucchinipüree (mit Wasser),78
Folienkartoffeln,90
Vollkornnudeln Bolognese (Hackfleischsoße),322
Käsespätzle (Standardrezeptur),524
Spätzle (Standardrezeptur),228
Vollkornnudelspinatauflauf (Standardrezeptur),206
Spaghetti (Standardrezeptur),240
Maultaschen in der Brühe (Standardrezeptur),204
Naturreis parboiled (Standardrezeptur),139
Risi Pisi/Risi Bisi (Standardrezeptur),109
Risotto (Standardrezeptur),66
Reisauflauf süß (Standardrezeptur),241
Bami Goreng,362
Haferflockenbrei (Standardrezeptur),168
Haferflockenbrei süß (Standardrezeptur),155
Wiener Nusskuchen (Standardrezeptur),335
Zitronenkuchen (Standardrezeptur),217
Friesenkeks (Standardrezeptur),241
Hefezopf Vollkorn (Standardrezeptur),335
Hefeteig mittelschwer (mit Wasser zubereitet),312
Mürbeteig,327
Mürbeteig (mit Buttermilch zubereitet),334
"Obstkuchen aus Mürbeteig (mit Milch 3,5 % Fett zubereitet)",132
Hefezopf (Standardrezeptur),360
Florentiner,372
Schokoladen-Honigkuchen,265
Nusskuchen aus Rührmasse (ohne Fett zubereitet),535
Nusskuchen aus Rührmasse (ohne Flüssigkeit und Fett zubereitet),560
Nusskuchen aus Rührmasse (mit Sojadrink zubereitet),356
"Nusskuchen aus Rührmasse (mit Milch 3,5 % Fett zubereitet)",466
Nusskuchen aus Rührmasse (mit Wasser zubereitet),460
"Nusskuchen aus Rührmasse (mit Milch 1,5% Fett zubereitet)",466
Nusskuchen aus Rührmasse (mit Buttermilch zubereitet),468
Nusskuchen aus Rührmasse (ohne Flüssigkeit zubereitet),484
Rotweinkuchen aus Rührmasse,295
"Apfeltasche (mit Quark und Milch 3,5% Fett zubereitet)",229
Apfeltasche (mit Quark zubereitet),302
"Obstkuchen aus Mürbeteig (mit Milch 1,5% Fett zubereitet)",132
Obstkuchen aus Mürbeteig (mit Buttermilch zubereitet),133
Obstkuchen aus Mürbeteig (mit Wasser zubereitet),131
Obstkuchen aus Mürbeteig (ohne Flüssigkeit zubereitet),151
"Schokoladen-Sahne-Torte aus Biskuitmasse (mit Sahne und Milch 3,5% Fett zubereitet)",265
"Schokoladen-Sahne-Torte aus Biskuitmasse (mit Sahne und Milch 1,5% Fett zubereitet)",265
Schokoladen-Sahne-Torte aus Biskuitmasse (mit Sahne zubereitet),259
Haferflockenkeks,423
Schokoladen-Sahne-Torte aus Biskuitmasse (mit Sahne und Buttermilch zubereitet),265
"Käsesahnetorte (mit Sahne und Milch 3,5% Fett zubereitet)",359
"Käsesahnetorte (mit Sahne und Milch 1,5 % Fett zubereitet)",359
Käsesahnetorte (mit Sahne zubereitet),360
Eierlikörtorte,462
Frischkäsetorte,252
Eishörnchen,231
Haselnussmakronen,482
Marzipanmakronen,330
Sirupprinten,214
Schokoladenkeks,332
Schokoladen-Butterkeks,477
Schokoladen-Spritzgebäck aus Rührteig,443
Schokoladen-Müslikeks aus Vollkornteig,490
Schokoladen-Plundergebäck,420
Schokoladen-Mürbchen,411
Schokoladen-Waffel,410
Schokoladen-Nusstaler aus Mürbeteig,455
Eierpfannkuchen ohne Fett,343
"Eierpfannkuchen ohne Fett (mit Milch 1,5% Fett zubereitet)",344
"Eierpfannkuchen (mit Milch 1,5% Fett zubereitet)",325
Spargelragout zu Lachs in Blätterteig,402
Eierpfannkuchen (mit Wasser zubereitet),259
Eierpfannkuchen (mit Buttermilch zubereitet),337
Eierpfannkuchen (ohne Flüssigkeit zubereitet),453
Zwiebelkuchen (Standardrezeptur),259
Vollkornpfannkuchen (Standardrezeptur),290
Pfannkuchen (Standardrezeptur),296
Napfkuchen Vollkorn (Standardrezeptur),337
"Apfeltasche (mit Quark und Milch 1,5% Fett zubereitet)",285
Napfkuchen (Standardrezeptur),325
Marmorkuchen (Standardrezeptur),238
Marmorwaffel (Standardrezeptur),323
Käsesahnetorte (Standardrezeptur),330
Käsekuchen (Standardrezeptur),450
Himbeerkuchen (Standardrezeptur),129
Quark-Tasche aus Quarkölteig (mit Quark und Wasser zubereitet),392
Quark-Tasche aus Quarkölteig (mit Quark zubereitet),472
Gugelhupf (mit Buttermilch zubereitet),335
"Gugelhupf (mit Milch 1,5% Fett zubereitet)",328
Gugelhupf (ohne Flüssigkeit zubereitet),390
Kalter Hund (Kekskuchen),305
Diabetikerkuchen,346
"Streuselschnecke (mit Milch 1,5% Fett zubereitet)",358
Streuselschnecke (ohne Flüssigkeit zubereitet),404
Falafel in Fladenbrot (mit Salat und Soße),373
Flammkuchen,358
Gugelhupf (mit Wasser zubereitet),292
"Streuselschnecke (mit Milch 3,5 % Fett zubereitet)",282
Erdbeerkuchen (Standardrezeptur),143
Erdbeersahnetorte (Standardrezeptur),142
Apfelkuchen versunkener (Standardrezeptur),185
Apfelkuchen Vollkorn (Standardrezeptur),196
Bananenmilch (Standardrezeptur),115
Basler Leckerli (Standardrezeptur),285
Buttermilchkaltschale (Standardrezeptur),179
Gewürzkuchen (Standardrezeptur),298
Erdbeermilch (Standardrezeptur),103
Grießschnitte (Standardrezeptur),216
Grießflammeri (Standardrezeptur),97
Johannisbeerkuchen (Standardrezeptur),254
Nusskuchen (Standardrezeptur),292
Nusstaler (Standardrezeptur),318
Rhabarberkuchen Mürbteig (Standardrezeptur),159
Sandkuchen (Standardrezeptur),265
Schokoladenflammeri (Standardrezeptur),193
Schokoladenflammeri einfach (Standardrezeptur),132
Schokoladenflammeri fein (Standardrezeptur),131
Schokoladentorte (Standardrezeptur),329
Schneckennudeln (Standardrezeptur),317
Schweinsöhrchen (Standardrezeptur),227
Vanillewaffeln (Standardrezeptur),287
Vanilleflammeri (Standardrezeptur),140
Weizengrießmehlbrei (Standardrezeptur),24
Semmelknödel (Standardrezeptur),345
Hefeklöße (mit Wasser zubereitet),317
Hefeklöße (ohne Flüssigkeit zubereitet),418
Rohrnudeln (Standardrezeptur),187
Hot Dog,404
Frikadelle aus Rindfleisch,667
Frikadelle Rind/Schwein (Standardrezeptur),637
Fleischklops (Standardrezeptur),662
Kohlroulade (Standardrezeptur),479
Hackfleischsoße Bolognese (Standardrezeptur),252
Hackbraten (Standardrezeptur),539
Rindergulasch (Standardrezeptur),306
Rindergeschnetzeltes (Standardrezeptur),473
Rinderbraten ohne Soße,1048
Rinderrostbraten medium (Standardrezeptur),1214
Rinderleber Berliner Art (Standardrezeptur),386
Gaisburger Marsch (Standardrezeptur),133
Gulasch (Standardrezeptur),295
Rindfleischbrühe (Standardrezeptur),39
Kalbsschnitzel paniert (Standardrezeptur),883
Kalbsbraten (Standardrezeptur),606
Schweinemedaillon (Standardrezeptur),1131
Schweinelende (Standardrezeptur),1137
Gyrosburger,541
Schweinenussschnitzel natur (Standardrezeptur),1145
Schweineoberschaleschnitzel natur (Standardrezeptur),1138
Schweinehalsschnitzel natur (Standardrezeptur),909
Schweinerückenschnitzel natur (Standardrezeptur),1089
Schweinekotelett natur (Standardrezeptur),1095
Schweinekotelett paniert (Standardrezeptur),924
Schweinenussschnitzel paniert (Standardrezeptur),920
Schweinehalsschnitzel paniert (Standardrezeptur),774
Schweinerückenschnitzel paniert (Standardrezeptur),898
Schweineoberschaleschnitzel paniert (Standardrezeptur),907
Schweinegulasch (Standardrezeptur),233
Schweinebraten ohne Soße,847
Gyros,870
Schweinefrikadelle (Standardrezeptur),595
Hirschbraten ohne Soße,1139
Kaninchenbraten ohne Soße,798
Chickenburger,431
Cordon bleu vom Hähnchen,889
Cordon bleu von der Pute,852
Hühnerbrühe (Standardrezeptur),262
Hühnerfrikassee (Standardrezeptur),243
Hähnchenkeule (Standardrezeptur),776
Hähnchenschlegel (Standardrezeptur),750
Putenschnitzel natur (Standardrezeptur),923
Putenschnitzel paniert (Standardrezeptur),782
Brathähnchen Brustfilet im Ausbackteig frittiert (zubereitet ohne Fett),687
Ente Fleisch im Ausbackteig frittiert (zubereitet ohne Fett),508
Hähnchenschnitzel paniert,677
Putenschnitzel paniert,677
Fischburger,552
Matjes-Brötchen,585
Backfisch-Brötchen,588
Matjesfilet nach Hausfrauenart (Standardrezeptur),247
Sahnehering,282
Kabeljaufilet paniert (Standardrezeptur),656
Kabeljaufilet in Kartoffeln (Standardrezeptur),413
Seelachsfilet paniert (Standardrezeptur),723
Sushi,513
Lachs in Sahnesoße,605
Forelle Müllerin,879
Karpfen im Ausbackteig frittiert (zubereitet ohne Fett),566
Rotbarschfilet paniert (Standardrezeptur),693
Fischpastete,484
Fischsalat (Standardrezeptur),339
Forelle blau (Standardrezeptur),921
Fisch und Chips,312
Spiegelei (Standardrezeptur),611
Mozzarellasticks,639
Käsesoufflee (Standardrezeptur),727
"Vanillepudding (mit Milch 1,5% Fett zubereitet)",133
Schokoladenpudding < 1% Fett,136
Schokoladenpudding energiereduziert,133
Schokoladenpudding vollfett,131
"Apfelstrudel (mit Milch 3,5 % Fett zubereitet)",181
"Apfelstrudel (mit Milch 1,5% Fett zubereitet)",182
Dampfnudeln (mit Wasser zubereitet),242
"Dampfnudeln (mit Milch 1,5% Fett zubereitet)",268
Apfel-Bananen-Birnensalat,24
Apfel-Bananen-Birnenmus roh,27
Apfel-Bananensalat,29
Waffeln einfach (mit Wasser zubereitet),249
Waffeln einfach (mit Buttermilch zubereitet),299
Mangokompott,18
Nektarinenkompott,16
Bananenkompott,34
Himbeerkompott energiereduziert,45
Johannisbeerenkompott,37
Kirschkompott (Standardrezeptur),14
Sauerkirschenkompott (Standardrezeptur),15
Zwetschgenkompott (Standardrezeptur),15
Pflaumenkompott energiereduziert,16
Pfirsichkompott energiereduziert,16
Tutti-Frutti (Standardrezeptur),104
Rhabarberkompott (Standardrezeptur),20
Rhabarbercreme (Standardrezeptur),56
Fruchtgrütze energiereduziert,26
Rhabarberkompott energiereduziert,25
Apfelmus energiereduziert,9
Rote Grütze energiereduziert,31
Götterspeise,36
Milch Dessertsoße,136
Karamellflammeri (Standardrezeptur),98
Erdbeer-Carpaccio,54
Weißweincreme (Standardrezeptur),171
Rotweincreme (Standardrezeptur),89
Zitronencreme (Standardrezeptur),143
Früchte-Dessertcreme,129
Ananas im Ausbackteig,160
Grüne Grütze,15
Erdbeercreme (Standardrezeptur),124
Apfel im Ausbackteig,170
Süßkirschkompott energiereduziert,14
"Kaiserschmarrn (mit Milch 1,5% Fett zubereitet)",326
Kaiserschmarrn (mit Wasser zubereitet),273
Kaiserschmarrn (Standardrezeptur),375
Tiramisu,413
Tiramisu Halbfettstufe,429
Vanillepudding entrahmt,138
Vanillepudding vollfett,138
Erdbeereis (Standardrezeptur),75
